Timestamp,เพศ,อายุ,การศึกษา,อาชีพ,รายได้ต่อเดือน,สถานภาพครอบครัว,โดยเฉลี่ยแล้ว คุณเดินทางท่องเที่ยวในประเทศบ่อยแค่ไหน ?,โดยทั่วไป คุณเดินทางท่องเที่ยวในประเทศกับคนกลุ่มใดบ่อยที่สุด ? (ตอบได้มากกว่า 1 ข้อ แต่ไม่เกิน 2 ข้อ),ช่วงเวลาที่คุณเลือกเดินทางท่องเที่ยวส่วนใหญ่คือช่วงเวลาใด ?,ประเภทของกิจกรรมหรือสถานที่ท่องเที่ยว ที่คุณชอบทำหรือชอบไป เวลาท่องเที่ยวในประเทศ (ตอบได้มากกว่า 1 ข้อ แต่ไม่เกิน 5 ข้อ),ในการท่องเที่ยว ส่วนใหญ่แล้วคุณเน้นการใช้จ่ายเงินเพื่อความคุ้มค่าให้กับสิ่งใดมากที่สุด (ตอบได้มากกว่า 1 ข้อ แต่ไม่เกิน 3 ข้อ),ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [เกาะแสมสาร อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [เขาระเบิด ต.หนองใหญ่ อ.หนองใหญ่],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [น้ำตกชันตาเถร ต.บางพระ อ.ศรีราชา],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [แกรนด์แคนยอนคีรี อ.เมือง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [สวนนงนุช ต.นาจอมเทียน อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [เกาะล้าน ต.นาเกลือ อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [ปราสาทสัจธรรม ต.นาเกลือ อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [ชุมชนตะเคียนเตี้ย อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [วัดญาณสังวรารามวรมหาวิหาร ในพระบรมราชูปถัมภ์ ต.ห้วยใหญ่ อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [เขาชีจรรย์ ต.นาจอมเทียน อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [ถ้ำลอดมหาจักรพรรดิ์ ต.หนองปรือ อ.พนัสนิคม],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [ตลาดน้ำสี่ภาคพัทยา ถ.สุขุมวิทพัทยา อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [สวนน้ำ Cartoon Network Amazone ต.นาจอมเทียน อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [Pattaya Shooting Park and Adventure สนามยิงปืนพัทยาชู้ทติ้งปาร์ค ต.ห้วยใหญ่ อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [พิพิธภัณฑ์ริบลีส์ Ripley’s Believe It or Not อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [Papa Beach Pattaya ต.นาจอมเทียน อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [ทิฟฟานี่โชว์ อ.บางละมุง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [Austin café ต.อ่างศิลา อ.เมือง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [331 bar & coffee war ต.พลูตาหลวง อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [พิพิธภัณฑ์เกาะและทะเลไทย ต.แสมสาร อ.สัตหีบ],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา ต.แสนสุข อ.เมือง],ความรู้สึกของท่านต่อการเดินทางสถานที่ท่องเที่ยวดังต่อไปนี้ [พิพิธภัณฑ์ภาพจิตกรรม 3 มิติ อ.บางละมุง]
10/18/2021 22:02:43,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,3-5 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด","ค่าทำกิจกรรม ค่าเข้าสถานที่ท่องเที่ยว, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",0,0,0,4,4,4,0,0,0,0,0,4,5,0,0,4,4,0,0,4,4,0
10/18/2021 22:02:48,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,มัธยมต้น,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",สมรส,มากกว่า 8 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ, ไปกับคณะ (บริษัท,สมาคม,สถาบันการศึกษา)",ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก","ค่าที่พัก / โรงแรม, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",3,0,0,0,4,5,0,0,0,3,0,5,3,0,5,4,0,0,0,0,5,5
10/18/2021 22:03:01,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",สมรส,มากกว่า 8 ครั้งต่อปี,"เดินทางคนเดียว, ไปกับครอบครัวใหญ่ / ญาติ",ช่วงปิดเทอม,"แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด","ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,2,4
10/18/2021 22:03:17,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,มัธยมปลาย,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,3-5 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด","ค่าที่พัก / โรงแรม, ค่าทำกิจกรรม ค่าเข้าสถานที่ท่องเที่ยว, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,3,3,4,4,3,3,3
10/18/2021 22:03:43,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,มัธยมปลาย,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับคณะ (บริษัท,สมาคม,สถาบันการศึกษา)",วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",5,0,0,4,4,4,4,4,4,4,3,5,4,5,5,4,5,5,5,5,5,5
10/18/2021 22:03:52,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,1-3 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด,ค่าอาหาร,4,3,2,4,3,4,3,3,3,4,3,3,3,4,4,4,3,3,3,4,4,3
10/18/2021 22:04:18,หญิง,21-30 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับแฟน / สามี / ภรรยา (ไม่ได้พาลูกไปด้วย), ไปกับครอบครัวใหญ่ / ญาติ",ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าเดินทาง (ยานพาหนะ), ค่าอาหาร",4,0,0,0,3,0,0,0,0,0,0,5,4,0,0,4,4,4,4,4,4,4
10/18/2021 22:04:19,หญิง,21-30 ปี,ปริญญาตรี,ครู/อาจารย์/ศาสตราจารย์,"10,000 - 25,000 บาท",โสด,3-5 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด","ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
10/18/2021 22:04:23,หญิง,21-30 ปี,ปริญญาโทขึ้นไป,พนักงานบริษัท,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันหยุดสุดสัปดาห์,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าทำกิจกรรม ค่าเข้าสถานที่ท่องเที่ยว",1,1,0,1,0,4,0,0,0,0,0,0,4,4,0,0,3,0,0,3,4,3
10/18/2021 22:04:37,ชาย,ต่ำกว่าหรือเท่ากับ 20 ปี,ปวส/ปวช,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),"แหล่งท่องเที่ยวทางประวัติศาสตร์ เช่น ชมโบราณสถาน อุทยานประวัติศาสตร์, แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า","ค่าที่พัก / โรงแรม, ค่าเดินทาง (ยานพาหนะ)",4,3,3,2,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3
10/18/2021 22:04:56,หญิง,21-30 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าทำกิจกรรม ค่าเข้าสถานที่ท่องเที่ยว, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",5,3,4,3,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4
10/18/2021 22:05:09,หญิง,ต่ำกว่าหรือเท่ากับ 20 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,น้อยกว่า 1 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันธรรมดา,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,3,3,3,3,5,3
10/18/2021 22:05:10,หญิง,21-30 ปี,ปริญญาตรี,อาชีพอิสระ,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),"แหล่งท่องเที่ยวทางประวัติศาสตร์ เช่น ชมโบราณสถาน อุทยานประวัติศาสตร์, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก","ค่าที่พัก / โรงแรม, ค่าอาหาร",5,0,0,3,4,4,4,0,3,3,0,2,5,0,4,4,3,0,0,4,4,0
10/18/2021 22:05:30,หญิง,21-30 ปี,ปริญญาตรี,ข้าราชการ/รัฐวิสาหกิจ,"25,000 – 40,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก","ค่าที่พัก / โรงแรม, ค่าเดินทาง (ยานพาหนะ), ค่าอาหาร",3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
10/18/2021 22:05:40,หญิง,21-30 ปี,มัธยมปลาย,พนักงานบริษัท,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับครอบครัวใหญ่ / ญาติ",วันธรรมดา,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าอาหาร, ค่าสินค้า ชอปปิ้ง ของที่ระลึก",0,0,0,0,3,4,0,0,4,4,0,4,4,0,0,0,3,0,0,3,3,0
10/18/2021 22:05:54,หญิง,21-30 ปี,ปริญญาตรี,นักเรียน/นักศึกษา,"ต่ำกว่า 10,000 บาท",โสด,1-3 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าอาหาร",4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4
10/18/2021 22:05:55,หญิง,21-30 ปี,ปริญญาตรี,พนักงานบริษัท,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,วันหยุดเทศกาลต่างๆ (สงกรานต์ ปีใหม่ ตรุษจีน ),แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ,"ค่าที่พัก / โรงแรม, ค่าอาหาร",3,3,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3
10/18/2021 22:06:24,หญิง,21-30 ปี,ปริญญาตรี,พนักงานบริษัท,"10,000 - 25,000 บาท",โสด,6-8 ครั้งต่อปี,ไปกับครอบครัวใหญ่ / ญาติ,วันหยุดสุดสัปดาห์,"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวประเภทน้ำตก น้ำพุร้อน และแก่ง เช่น เดินสำรวจน้ำตก เล่นน้ำ ปิกนิก ล่องแก่ง, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก","ค่าที่พัก / โรงแรม, ค่าทำกิจกรรม ค่าเข้าสถานที่ท่องเที่ยว, ค่าอาหาร",3,3,4,2,4,5,2,3,3,5,3,2,3,3,3,2,4,3,3,4,4,3
10/18/2021 22:06:25,หญิง,21-30 ปี,ปริญญาตรี,ว่างงาน,"ต่ำกว่า 10,000 บาท",โสด,น้อยกว่า 1 ครั้งต่อปี,ไปกับเพื่อน / เพื่อนร่วมงาน,วันหยุดสุดสัปดาห์,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด",ค่าอาหาร,4,3,4,3,3,5,4,2,2,3,2,5,5,5,3,4,5,4,5,2,1,2
10/18/2021 22:06:28,หญิง,31-40 ปี,ปริญญาตรี,พนักงานบริษัท,"40,000 – 50,000 บาท",โสด,1-3 ครั้งต่อปี,ไปกับเพื่อน / เพื่อนร่วมงาน,ทุกเวลาที่ต้องการไป,"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด","ค่าที่พัก / โรงแรม, ค่าเดินทาง (ยานพาหนะ), ค่าอาหาร",4,0,0,1,3,3,3,0,3,3,0,2,1,0,3,2,4,0,2,4,3,3
10/18/2021 22:06:46,หญิง,31-40 ปี,ปริญญาตรี,พนักงานบริษัท,"25,000 – 40,000 บาท",โสด,1-3 ครั้งต่อปี,"ไปกับเพื่อน / เพื่อนร่วมงาน, ไปกับคณะ (บริษัท,สมาคม,สถาบันการศึกษา)",วันหยุดสุดสัปดาห์,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวทางศาสนา เช่น วัด มัสยิด โบสถ์ สักการะสิ่งที่มีชื่อเสียงในจังหวัด, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด, กิจกรรมแนว Night entertain เช่น ไปร้านเหล้า ผับ บาร์, ชอปปิ้ง แวะร้านจำหน่ายสินค้าของฝาก ของดีในแต่ละจังหวัด",ค่าอาหาร,4,3,3,4,4,4,4,3,5,5,4,4,4,4,4,4,5,4,4,5,5,4
10/18/2021 22:06:57,หญิง,21-30 ปี,ปริญญาตรี,ข้าราชการ/รัฐวิสาหกิจ,"10,000 - 25,000 บาท",โสด,1-3 ครั้งต่อปี,ไปกับแฟน / สามี / ภรรยา (ไม่ได้พาลูกไปด้วย),วันหยุดสุดสัปดาห์,"แหล่งท่องเที่ยวประเภททะเล ชายหาด และเกาะ เช่น เล่นน้ำ กีฬาทางน้ำ ดำน้ำ, แหล่งท่องเที่ยวประเภทภูเขา เช่น ชมทิวทัศน์บนภูเขา เดินป่า, แหล่งท่องเที่ยวแนวกิจกรรม ผจญภัย เช่น สวนน้ำ สวนสนุก สวนสัตว์ ATV, แหล่งท่องเที่ยวแบบโฮมสเตย์และฟาร์มสเตย์, รับประทานอาหารในร้านที่มีชื่อเสียง เช่น คาเฟ่ ร้านอาหารดังของจังหวัด","ค่าที่พัก / โรงแรม, ค่าอาหาร",4,3,3,4,4,4,3,3,3,3,4,5,5,3,4,4,4,3,3,4,4,4
10/18/2021 22:07:45,หญิง,31-40 ปี,ปริญญาโทขึ้นไป,นักเรียน/นักศึกษา,"10,000 - 25,000 บาท",โสด,น้อยกว่า 1 ครั้งต่อปี,ไปกับเพื่อน / เพื่อนร่วมงาน,วันธรรมดา,"แหล่งท่องเที่ยวทางวัฒนธรรม และวิถีชีวิตชุมชน เช่น ชมการแสดงศิลปวัฒนธรรม ซื้อสินค้าพื้นเมือง เดินตลาดน้ำ เดินชมหมู่บ้าน, พักผ่อน และใช้ Facilities ต่างๆ ในโรงแรมที่พัก","ค่าที่พัก / โรงแรม, ค่าเดินทาง (ยานพาหนะ), ค่าอาหาร",5,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,5,3
